Artist,Country,State/Region/Province,City,Related Labels,Related Bands,Released split with,Year (of the first release),Website,Streaming Site,Discogs,Rate Your Music,Style,Melodiousness,My rating,Tags,Added at,Page ID
Whence He Came,China,Hong Kong,,,,,2001,,,https://www.discogs.com/artist/1188910-Whence-He-Came,,,,,,"June 18, 2022 6:57 PM",99fe61fb17a04548a07b015a210ffe45
aoni,Japan,Tokyo,"Shimokitazawa, Setagaya",further platonic records (https://www.notion.so/further-platonic-records-d1ede673502741b592dbd9a9429fe90e?pvs=21),,,2017,https://aoni.jimdofree.com/,https://furtherplatonix.bandcamp.com/album/drama,,,"Alternative Rock, Midwest Emo, Post-Hardcore",7,6,,"June 18, 2022 4:50 PM",c58b46f39d04453080525e0296506db5
Patterns Make Sunrise,US,Washington D.C.,Seattle,K Records (https://www.notion.so/K-Records-291a68ef93ed4689bdd408baac9b8f87?pvs=21),,,1995,,,https://www.discogs.com/artist/3319772-Patterns-Make-Sunrise,https://rateyourmusic.com/artist/patterns-make-sunrise,"Midwest Emo, Post-Hardcore",4,6,,"June 18, 2022 4:37 PM",fa9362685f5e4126ae125d98da37816f
Jawbox,US,Washington D.C.,,"Dischord Records (https://www.notion.so/Dischord-Records-e6b0be40c47c42bab623fe1a1492d78b?pvs=21), DeSoto Records (https://www.notion.so/DeSoto-Records-223c99729e844056b6e98a4416050d68?pvs=21), Arctic Rodeo Recordings (https://www.notion.so/Arctic-Rodeo-Recordings-dc02917d138b4df281c1b05ad108d16e?pvs=21)","Burning Airlines (https://www.notion.so/Burning-Airlines-3a52335137524765b706cd96d536f87e?pvs=21), Channels (https://www.notion.so/Channels-d77517d045294196a95ecacc119cad3e?pvs=21), J. Robbins (https://www.notion.so/J-Robbins-a29547d7ce7445adbcf2777a1da22b87?pvs=21)",,1991,,,https://www.discogs.com/artist/252314-Jawbox,,Alternative Rock,,,,"June 18, 2022 12:26 PM",c0841ff0db514e4e9e05e672dcee43ae
Mt. Oriander,US,Michigan,,Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21),Empire! Empire! (I was a Lonely Estate) (https://www.notion.so/Empire-Empire-I-was-a-Lonely-Estate-c908c39b9c874b3da3f3eb380a8643b0?pvs=21),,2021,,https://mtoriander.bandcamp.com/,https://www.discogs.com/artist/10219831-Mt-Oriander,,,,,,"June 18, 2022 12:05 PM",e620f703134f4be595270a338dc0a881
The Cardboard Swords,US,Michigan,Grand Rapids,Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21),,,2015,,,https://www.discogs.com/artist/4498872-The-Cardboard-Swords,,,,,,"June 18, 2022 12:00 PM",ad265d7b632343be86e3c1525fae0e67
Kittyhawk,US,,,Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21),,Prawn (https://www.notion.so/Prawn-0a71bf3a8d4e478e8574e2cb71ce706c?pvs=21),,,,https://www.discogs.com/artist/1904586-Kittyhawk-2,,,,,,"June 18, 2022 11:58 AM",beb12cbe6da943fc9f23fe18c52399f9
Annabel,US,Ohio,Akron,"Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21), Tiny Engines (https://www.notion.so/Tiny-Engines-8b0ad103a16243099678635a2434a2ba?pvs=21)",Parting (https://www.notion.so/Parting-566d76b5753942fcadc4162f130acbf3?pvs=21),,2009,,https://annabel.bandcamp.com/,https://www.discogs.com/artist/750651-Annabel,,"Indie Rock, Midwest Emo",,,,"June 18, 2022 11:49 AM",1561e31caf214bcdbe5a490d292efdfe
The Dismemberment Plan,US,Washington D.C.,,"DeSoto Records (https://www.notion.so/DeSoto-Records-223c99729e844056b6e98a4416050d68?pvs=21), Barsuk Records (https://www.notion.so/Barsuk-Records-aedd0fb8478b49c4a6248e972cac8c37?pvs=21)",,Juno (https://www.notion.so/Juno-1160290ac0164e8b972a2f8b0af93a37?pvs=21),1996,,,https://www.discogs.com/artist/438732-The-Dismemberment-Plan,,,7,8,VA: Michiganfest 2002,"June 17, 2022 11:37 PM",28f5ddee76674a3cabe5a801c8a20ead
January Star,Germany,,,Genet Records (https://www.notion.so/Genet-Records-0fa320aef53542e9a8dfa27572a7a1cb?pvs=21),,,2000,,,https://www.discogs.com/artist/1561244-January-Star,,"Indie Rock, Midwest Emo",7,7,,"June 16, 2022 2:00 PM",034aa1ddf90e466cac4fd58a4715186f
Hooper,,,,,,,2018,,,,,,7,8,,"June 14, 2022 3:48 PM",02efa0ad22644c7b89392db8401aae14
Parker,,,,Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21),Joie De Vivre (https://www.notion.so/Joie-De-Vivre-88e8ea7bd8dd4c25bfe96da9006fc7cf?pvs=21),,2012,,,https://www.discogs.com/artist/2785174-Parker-27,,,,,,"June 14, 2022 3:48 PM",0463bb20cbc148378caabf228fd47486
Merrick's Tusk,,,,,,,2016,,,,,,,,,"June 14, 2022 3:48 PM",075690ea05d14d3b86ff99110429c240
Weightless,,,,,,,2012,,,,,,,,,"June 14, 2022 3:48 PM",084b64aa55ad4cc8bd17d8b60bca937f
The Milwaukees,US,New Jersey,Jersey City,"Does Everyone Stare? Records (https://www.notion.so/Does-Everyone-Stare-Records-287a01482e134226a626b1cfd609497e?pvs=21), Boss Tuneage (https://www.notion.so/Boss-Tuneage-a6042ee95e9146bfa1b67b7371214140?pvs=21)",,Mico (https://www.notion.so/Mico-09c7c792d10641f086addd2349dd98bf?pvs=21),1998,http://www.milwaukees.com,,https://www.discogs.com/artist/326730-The-Milwaukees,,"Indie Rock, Midwest Emo, Pop Punk",7,6,,"June 14, 2022 3:48 PM",0c3d81126ac246b2b2cfbed77125a844
The Travesty Star,,,,,,,2001,,,,,,,,,"June 14, 2022 3:48 PM",0e9374787f0d42f692b1fae682da41bd
Fly Upright Kite,,,,,,,2009,,,,,,,,,"June 14, 2022 3:48 PM",0ee3100b8f65458c80a9ab4f90235049
Favourite Customer,,,,,,,2017,,,,,,,,,"June 14, 2022 3:48 PM",0fc636e9e9774b769982f816cf575fcc
The Stella Link,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",0fd7e60e87c0433bb404cf71b16d5285
Nub,,,,,,,2007,,,,,,,,,"June 14, 2022 3:48 PM",16fe565f65914d0bad3dfbd34d431c53
The John Wilkes Kissing Booth,,,,,,,2006,,,,,,,,,"June 14, 2022 3:48 PM",18c05b4b3e7d4e11b3da31737371ce80
Xingfoo&Roy,,,,,,,2018,,,,,,,,,"June 14, 2022 3:48 PM",18c2a9852c4046f9af8b2e3bc8c4bb93
Red Fox Grey Fox,,,,,,,2007,,,,,,,,,"June 14, 2022 3:48 PM",19be70a1b4054bb588548675f3c81915
Tell Tale Heart,,,,,,,2008,,,,,,,,,"June 14, 2022 3:48 PM",2224b5ab8daf4a19adf1e74070c01595
The Paper Champions,,,,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),,,2004,,,https://www.discogs.com/artist/617758-The-Paper-Champions,,,,,VA: Emo Diaries,"June 14, 2022 3:48 PM",22cc7c06bb9e438e88813e11f629d394
Skydiver,,,,,,,1998,,,,,,,,,"June 14, 2022 3:48 PM",232c8424f2ac4711886f973567e0457f
Five Cent Hero,,,,,,,2016,,,,,,,,VA: Firework Anatomy,"June 14, 2022 3:48 PM",2359559538c8409e9d36a17ba0338a31
Thrush,,,,,,,2012,,,,,,,,,"June 14, 2022 3:48 PM",23fad1d0d5b54dbfa7bb63a374057f13
Shuttle Loop,Korea,Seoul,,,,,2008,,,https://www.discogs.com/artist/5104895-Shuttle-Loop,,Pop Punk,7,5,Twin-vocal,"June 14, 2022 3:48 PM",25011ad491404bc299255534d2c2873f
This Providence,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",27b2b86e3be34a22aec66b049bcd3db3
Inside the Whale,,,,,,,2014,,,,,,,,,"June 14, 2022 3:48 PM",2cc469c7c7fc4ee08d35346a8515b8e5
This Day & Age,,,,,,,2006,,,,,,7,7,,"June 14, 2022 3:48 PM",2cdbc24f65f44799b84600f01d96ad8e
Portman,,,,,,,2009,,,,,,,,,"June 14, 2022 3:48 PM",2f8dbffb03a540ddbb9fa585836b6ba1
Hopewood,,,,,,,2007,,,,,,,,,"June 14, 2022 3:48 PM",323c3c1a6e8742d9afde38e0ba29c214
Gathering Ground,,,,Network Sound (https://www.notion.so/Network-Sound-edb7ac60bb9c4eec9b8293ea7c202a4e?pvs=21),,,1995,,,,https://rateyourmusic.com/artist/gathering-ground,"Midwest Emo, Post-Hardcore",6,7,,"June 14, 2022 3:48 PM",324d2e4fb3c948109b0fafd8661b05c6
To the North,,,,,,,2010,,,,https://rateyourmusic.com/artist/to_the_north,,,,,"June 14, 2022 3:48 PM",34e979efb1984999bbefab87bbf68f3c
Edison Glass,,,,,,,2007,,,,,,,,,"June 14, 2022 3:48 PM",35093692b6b14bdd91ac70c6e4ffaa8e
Jeremiah's Grotto,,,,,,,2003,,,,,,,,,"June 14, 2022 3:48 PM",37135eb3ad064511a3dedf999fc87555
New Sweet Breath,,,,,,,1999,,,,,,,,,"June 14, 2022 3:48 PM",39c1c9d06aa9450b84287d3326704d36
told,Japan,Tokyo,,,,,2015,http://told.jp/,,,,,,,,"June 14, 2022 3:48 PM",3a58068e64f0494fa9b232f7d81163c1
Paul Newman,,,,,,,2000,,,,,,,,,"June 14, 2022 3:48 PM",3b85dd7d1b994faa912e77d6d7996c21
Regarde,,,,,,,2014,,,,,,,,,"June 14, 2022 3:48 PM",3c9f664953e74286a0af826877bce0bd
Ruby Falls,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",42d48971ae1643ff81e873c2814b0bba
The Absentee,,,,,,,2005,,,,,,,,,"June 14, 2022 3:48 PM",4376632c327f4c89ba59c9030a36ec11
Tapestry,Singapore,,,Strictly No Capital Letters (https://www.notion.so/Strictly-No-Capital-Letters-4709ccbdba5d4d16b4c41aabd1b0a881?pvs=21),,,2017,,https://sgtapestry.bandcamp.com/,,,,,,,"June 14, 2022 3:48 PM",43e43c4315b74118b6d2e90e9ccda6df
Gentlemen of Japan,,,,,,,2010,,,,,,,,,"June 14, 2022 3:48 PM",445c89717f2647cabda21ac53f1054ba
Welton,,,,,,,2005,,,,,,,,,"June 14, 2022 3:48 PM",45d5edf2e85d451cbeb99faff1c4fe7e
Her Only Presence,Spain,Catalunya,Barcelona,Engineer Records (fka Ignition Records) (https://www.notion.so/Engineer-Records-fka-Ignition-Records-ac53e9e455c0410cb94d261e1dac83a2?pvs=21),,,2005,,,https://www.discogs.com/artist/3017564-Her-Only-Presence,https://rateyourmusic.com/artist/her-only-presence,"Midwest Emo, Post Rock",8,8,,"June 14, 2022 3:48 PM",472e166bb9df4788aec3a0979e652390
Rex,US,New York,New York City,"Numero Group (https://www.notion.so/Numero-Group-739ec8784924431981126b1ecbd98719?pvs=21), Temporary Residence Limited (https://www.notion.so/Temporary-Residence-Limited-08e05f064fe84698962550f79a740fe4?pvs=21)",June of 44 (https://www.notion.so/June-of-44-506dd0c270c7417197d165a926128ea4?pvs=21),,1996,,https://rex-numero.bandcamp.com/,https://www.discogs.com/artist/15922-Rex,,"Midwest Emo, Post-Hardcore, Slowcore",7,8,,"June 14, 2022 3:48 PM",4cb15da4d5364b4ba88c28f207aea169
Peterbuilt,,,,,,,2000,,,,,,7,8,,"June 14, 2022 3:48 PM",4dc3ab8768aa4025949b94d6dcec8303
Volante,,,,,,,2001,,,,,,,,,"June 14, 2022 3:48 PM",4e0153a2510143aca7479cf75b223c45
Hillside,Germany,Nordrhein-Westfalen,Münster,Engineer Records (fka Ignition Records) (https://www.notion.so/Engineer-Records-fka-Ignition-Records-ac53e9e455c0410cb94d261e1dac83a2?pvs=21),,,2000,,,https://www.discogs.com/artist/1683899-Hillside-2,https://rateyourmusic.com/artist/hillside,"Melodic Hardcore, Midwest Emo",7,7,VA: Firework Anatomy,"June 14, 2022 3:48 PM",4e5cf3a52f474be89377919070074910
My Spacecoaster,,,,,,,2001,,,,,,8,8,VA: Firework Anatomy,"June 14, 2022 3:48 PM",5146f4fb6edd40cabb0666769b46b594
Standing Small,,,,,,,2006,,,,,,,,,"June 14, 2022 3:48 PM",529ab9b4d5f34ab287bc02c909b61a0d
The Arrival Note,US,Florida,Tampa,,,,2022,,https://thearrivalnote.bandcamp.com/,,https://rateyourmusic.com/artist/the-arrival-note,,,,,"June 14, 2022 3:48 PM",5e1af648899645b9b0cb4d190a018452
Porter Hall,Canada,Alberta,Calgary,,Mico (https://www.notion.so/Mico-09c7c792d10641f086addd2349dd98bf?pvs=21),,2001,https://web.archive.org/web/20030404190112/http://www.geocities.com/drandersen/porterhall/index.html,,https://www.discogs.com/artist/1113263-Porter-Hall,,"Indie Rock, Melodic Hardcore, Midwest Emo",7,6,,"June 14, 2022 3:48 PM",5e95d299e3f54a91a11f6c046a261fc8
The Response,,,,,,,2005,,,,,,,,,"June 14, 2022 3:48 PM",6400163260cd48978e59256665245014
Pen Name,,,,,,,2019,,,,https://rateyourmusic.com/artist/pen-name,,,,,"June 14, 2022 3:48 PM",6c56cadf7cd7424b84045d32cdc2dfb1
Neighboring Sounds,,,,,,,2021,,,,,,,,,"June 14, 2022 3:48 PM",6d73c67215bc46eb848f1c6a0db6a074
Midwest Blue,US,Illinois,Chicago,,Dormlife (https://www.notion.so/Dormlife-33f290a0363f47d995b6c32a5b2be9d3?pvs=21),,2004,,https://midwestblue.bandcamp.com/,https://www.discogs.com/artist/6763361-Midwest-Blue,https://rateyourmusic.com/artist/midwest_blue,Midwest Emo,8,8,,"June 14, 2022 3:48 PM",6dc94f25ee3e4d40b44d497dc8f86a13
Yeast,,,,,,,2009,,,,,,,,,"June 14, 2022 3:48 PM",70389bc46b184e7184e9e8ef7eb0e9c9
Mary Me,,,,Allied Recordings (https://www.notion.so/Allied-Recordings-05e05235f85b46d3b700c71b374e0973?pvs=21),,,1994,,,,,,,,,"June 14, 2022 3:48 PM",7098d0633ad04bcd8544fcf1e172e4a9
Under a Dying Sun,,,,,,,2002,,,,,,,,,"June 14, 2022 3:48 PM",71ee74d0d97442cdb7ac879f091c5a42
See Through Person,US,Florida,Fort Myers,,,,2020,,https://seethroughperson.bandcamp.com/,,,,,,,"June 14, 2022 3:48 PM",7f54ae1c8dc74cc1a7689464548efdbf
simsiis,Japan,Miyagi,Sendai,,,,2020,http://simsiis.jp/,,,,,,,,"June 14, 2022 3:48 PM",80962f26a17543749eb9df63a8094c0e
Overdrive Amp Explosion,,,,,,,2011,,,,,,,,,"June 14, 2022 3:48 PM",80ff2ee28fc8450489218682ec0d5da1
Standbye,,,,,,,1999,,,,,,,,,"June 14, 2022 3:48 PM",84023b86c27b4612ba96a656d02e3a10
Jonesing,,,,,,,2014,,,,,,,,,"June 14, 2022 3:48 PM",85667b76f04a42c48c9d39654352218e
The Anchorite Four,,,,,,,2002,,,,,,,,,"June 14, 2022 3:48 PM",86635bc6bcf040aea45460ece1cf9a80
Squarewell,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",8b71284fd8234f0a95c87a8c3792d010
Have a Good Season,,,,,,,2015,,,,,,,,,"June 14, 2022 3:48 PM",8c9ec637208643009f68992cc4239606
Muscle & Bone,,,,,,,2014,,,,,,,,,"June 14, 2022 3:48 PM",8d0d4a7fea4b478d80c31c5f22cd16ac
One Amazin' Kid,,,,,,,2005,,,,,,,,,"June 14, 2022 3:48 PM",924ed53f665d4ed99e09789fbd682f5e
Park,US,Illinois,Springfield,"Playing Field Recordings (https://www.notion.so/Playing-Field-Recordings-fc41cd661345492ca95f602b552fc2b3?pvs=21), Lobster Records (https://www.notion.so/Lobster-Records-65bdde6a758046a0a5b29d8503bb7481?pvs=21)",,,1998,,,https://www.discogs.com/artist/1325196-Park-6,,,,,,"June 14, 2022 3:48 PM",97dd5d9f2e4045c7a3fbcd3a0ea2047e
On Histories of Rosenberg,,,,,,,2009,,,,,,,,,"June 14, 2022 3:48 PM",99878017c68b467eb6f5b7bd22bb973a
Michael Cera Palin,,,,Dog Knights Productions (https://www.notion.so/Dog-Knights-Productions-2aa98446e0f74798aa2f30fc0af51df4?pvs=21),,,2018,,,,,,,,,"June 14, 2022 3:48 PM",9af6f62fb9ee4c0faacc339f010ed33f
MonPlaisir,,,,,,,2019,,,,,,,,,"June 14, 2022 3:48 PM",a058ea114ef64772b594a334ae2c785a
Jack's Broken Heart,US,California,San Diego,,,,2000,https://www.facebook.com/jacksbrokenheartmusic/,https://jacksbrokenheart.bandcamp.com/releases,https://www.discogs.com/artist/5371676-Jacks-Broken-Heart,https://rateyourmusic.com/artist/jacks_broken_heart,Midwest Emo,7,7,,"June 14, 2022 3:48 PM",a1c1365e707948d893f3cad1a4653b71
Small Towns Burn a Little Slower,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",a37e0d74256e4b5f9597e447ea08511c
Sylvie,,,,Boss Tuneage (https://www.notion.so/Boss-Tuneage-a6042ee95e9146bfa1b67b7371214140?pvs=21),,,2005,,,,,,,,,"June 14, 2022 3:48 PM",a87563bed02c4bc09fb9093a8e8710f3
The Holdout,US,Oregon,Portland,Grafton Records (https://www.notion.so/Grafton-Records-36f2389256a14a8d983fcccd60949eb6?pvs=21),Ribbon Fix (https://www.notion.so/Ribbon-Fix-c9dcc86eb0294229a5247a97500b688d?pvs=21),,2018,http://www.graftonrecords.com/the-holdout,https://theholdout.bandcamp.com/,https://www.discogs.com/artist/7139343-The-Holdout,,"Indie Rock, Midwest Emo",7,7,Female-fronted,"June 14, 2022 3:48 PM",abe122b77ad84ef6bfe06047db9f944c
Rarae Avis,,,,,,,2003,,,,,,,,,"June 14, 2022 3:48 PM",af605b3516b043be95c414a495a3fc7c
Long Drive Home,,,,,,,2019,,,,,,,,,"June 14, 2022 3:48 PM",b2991976a3f5450185a07fa74ee7ebd4
Words to a Film Score,,,,,,,2008,,,,,,,,,"June 14, 2022 3:48 PM",b99fbb4941b2448f82407e3dc6533fac
Leaving Rouge,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",bc9b31a0be664052b3792a0f21294938
Highness,,,,,,,2013,,,,,,,,,"June 14, 2022 3:48 PM",be78172d11ca4f6193502dd7f7f84731
Mentah,,,,,,,2020,,,,,,,,,"June 14, 2022 3:48 PM",c0663b7827224c438cc83279f8bcce0a
The Working Title,,,,,,,2006,,,,,,,,,"June 14, 2022 3:48 PM",c2491688102e4c298d7236a3eca9e31e
This Afternoon,US,New York,Syracuse,,,,2000,,https://thisafternoon.bandcamp.com/,,,,,,,"June 14, 2022 3:48 PM",c270ddda2e694baeabbe71782040dfc3
キウイロール,Japan,Hokkaido,Sapporo,"KiliKiliVilla (https://www.notion.so/KiliKiliVilla-5e86a92cf9b243bfb595abddfc1e69bd?pvs=21), ZK Records (https://www.notion.so/ZK-Records-8ed8087ebab24fcea91d10bc375e87e7?pvs=21)",,,2000,,,https://www.discogs.com/artist/3308066-Kiwiroll,,"Emo-Core, Midwest Emo, Post-Hardcore",7,7,,"June 14, 2022 3:48 PM",c84a72dbcca84ea89f64e65b4d97079e
Secret Smoker,,,,,,,2019,,,,,,,,,"June 14, 2022 3:48 PM",cb96281ef9194910ac5f290db761f01e
In Writing,US,Pennsylvania,Pocono Summit,,,,2015,,https://inwriting.bandcamp.com/,https://www.discogs.com/artist/3955766-In-Writing,https://rateyourmusic.com/artist/in_writing,"Melodic Hardcore, Midwest Emo, Twinkle",7,7,,"June 14, 2022 3:48 PM",cdf6851b6e2a48d0b1ad3a781ba277e1
The Jim Yoshii Pile-Up,,,,Insound (https://www.notion.so/Insound-fd8179b1cfa14b35aec60a7b31163890?pvs=21),,,2002,,,,,,,8,,"June 14, 2022 3:48 PM",cf702c07fa08465ca900d35bba3dd349
sleet in ice ages,Japan,Hokkaido,Sapporo,,,,2020,https://snowslidez.wixsite.com/mysite,,,,,,,,"June 14, 2022 3:48 PM",d3f42c627dc048f4bc4f6513a7f4f018
The Little Dipper,,,,,,,1999,,,,,,,,,"June 14, 2022 3:48 PM",d574ed25cf7a4fa09ebd842cc2b40d19
Neighborly,,,,,,,2000,,,,,,,,,"June 14, 2022 3:48 PM",d8e8b804f1c046ac95ecb4a624f1e80f
The Junior Varsity,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",dd2fd49d01d3403680e71538d74373e4
The Killingtons,,,,Redwood Records (https://www.notion.so/Redwood-Records-9928c7d645114cf0940871f29b02e1ee?pvs=21),,,1998,,,,,,,,,"June 14, 2022 3:48 PM",de8457be5b454a8dab11e0676c01aa41
Magna Statera,,,,,,,2021,,,,,,,,,"June 14, 2022 3:48 PM",e08d5752610143039ada98c96c6272f9
Palmkite,,,,,,,2014,,,,,,,,,"June 14, 2022 3:48 PM",e1ba80618e894c97bac28ebf28f00eed
The Commercials,US,Pennsylvania,Harrisburg,,,,2002,,,https://www.discogs.com/artist/1270153-The-Commercials-2,https://rateyourmusic.com/artist/the-commercials,"Melodic Hardcore, Midwest Emo",7,7,Twin-vocal,"June 14, 2022 3:48 PM",e330d1e5bdb2462580a6ffbf5e0bda7b
One Last Thing,,,,Engineer Records (fka Ignition Records) (https://www.notion.so/Engineer-Records-fka-Ignition-Records-ac53e9e455c0410cb94d261e1dac83a2?pvs=21),,Crosstide (https://www.notion.so/Crosstide-9c0508b81e7e41c88a7e376e7e9aa3af?pvs=21),2000,,,,,,,,,"June 14, 2022 3:48 PM",e5dbc2987b754c479b6e3b938ec74618
Lovedrug,,,,,,,2004,,,,,,,,,"June 14, 2022 3:48 PM",e7cd67cc75bd4793ad33eb81175dd3be
Miss Lonelyheart,,,,,,,2016,,,,,,,,,"June 14, 2022 3:48 PM",e8763b498cf043a7ac18def06775aaa9
"Honey, Be Well",,,,,,,2020,,,,,,,,,"June 14, 2022 3:48 PM",e87c8c6c5a8c4c8783c4c866f32ec25a
Ringfinger,,,,,,,2013,,,,,,,,,"June 14, 2022 3:48 PM",e9b9f8d901534b71ba6bca3e93360776
Дорогой Дневник,Norway,Oslo,Oslo,,,,2018,,https://ddband.bandcamp.com/,,,,,,,"June 14, 2022 3:48 PM",ebb9673c507f4bd69d826b3badd74ab7
Те Дни Прошли & Их Не Вернуть,Russia,Siberia (Сибирь),Novosibirsk (Новосибирск),,,,2016,,https://tdpinv.bandcamp.com/,,,,,,,"June 14, 2022 3:48 PM",f02b4cc8ad6249c1b11434a3d65b9f7e
Hundred Year Storm,,,,,,,2006,,,,,,,,,"June 14, 2022 3:48 PM",f0d32a27b45d40e6a9e4b174527e56f7
Solitary Set,,,,,,,2017,,,,,,,,,"June 14, 2022 3:48 PM",f31d9367228d407f9796ac4adc8767e0
Roma 79,,,,,,,2005,,,,,,,,,"June 14, 2022 3:48 PM",f397ff26d3064c7aa155b4c5b1e61e7e
Fura,,,,,,,2002,,,,,,,,,"June 14, 2022 3:48 PM",f4fed90ae495431c9954ce4dd5ce392b
Haverford,,,,,,,2014,,,,,,,,,"June 14, 2022 3:48 PM",f5057ba00cf44b41895955fa78722f8b
switchblade,Japan,Kanagawa,Yokohama,"further platonic records (https://www.notion.so/further-platonic-records-d1ede673502741b592dbd9a9429fe90e?pvs=21), RAFT RECORDS (https://www.notion.so/RAFT-RECORDS-c497784480fa427c97fec5fe255049fc?pvs=21)",,,2018,,https://furtherplatonix.bandcamp.com/album/blue-matter,,,,,,,"June 14, 2022 3:48 PM",f835bbcc02bf4ddcbc82ae72f398fe63
The Copperpot Journals,,,,"Firefly Recordings (https://www.notion.so/Firefly-Recordings-e102d87b76824553ad1d2b6680cc7761?pvs=21), Defiance Records (https://www.notion.so/Defiance-Records-7f6b1e93ba56466bb6a435ac8aea01e9?pvs=21)",,,2006,,,,,,,,,"June 14, 2022 3:48 PM",f88fae6909bf47bebfc4986e08c0c685
Riddle of Steel,,,,,,,2003,,,,,,,,,"June 14, 2022 3:48 PM",f94ff8bb6ce446ed972b7d656552f662
Pompeii,,,,,,,2006,,,,,,,,,"June 14, 2022 3:48 PM",ff312c335e07485b87e74b53d4732b3e
Eyes of Autumn,,,,,,,2002,,,,,,,,,"June 14, 2022 3:40 PM",54c9c37109514c43bb2718e73faac859
Farewell to Fashion,,,,,,,2008,,,,,,,,,"June 14, 2022 3:40 PM",572ed9b2d7c04b5cb9a90ff1d4cd3732
Fake It,,,,,,,2017,,,,,,,,,"June 14, 2022 3:40 PM",5e642a0ad56f465ca85b104f80163adc
Ethan Durelle,,,,,,,2003,,,,,,,,,"June 14, 2022 3:40 PM",9d6ede2f32d443059cfec3e90fdacc6e
Emerson,US,New York,Buffalo,,,,2002,,https://emersonbflo.bandcamp.com/,,,,,,,"June 14, 2022 3:40 PM",ba763893ee894fcfb9acb5cda788de57
Erie,,,,,,,2012,,,,,,,,,"June 14, 2022 3:40 PM",dcbcc647e4e144258a6fb3fdcd60814a
Dira,,,,,,,2006,,,,,,,,VA: Firework Anatomy,"June 14, 2022 3:39 PM",153941c6fe3649249ed5e4fed9954e51
Darkroom,,,,,,,2010,,,,,,,,,"June 14, 2022 3:39 PM",2ee5bb5674144ec4ad4a2b0bbb9fa753
ELLEGARDEN,Japan,Chiba,Ichikawa,,,,2002,https://ellegarden.jp/,,https://www.discogs.com/artist/2354211-Ellegarden,,"Melodic Hardcore, Midwest Emo, Pop Punk",8,7,,"June 14, 2022 3:39 PM",44a6b90975db4c2bb74c40e3818c8773
Dropsonic,,,,,,,2001,,,,,,,,,"June 14, 2022 3:39 PM",48c4a85efba64333844127c3536652a5
Dynamic Truths,,,,,,,2010,,,,,,,,,"June 14, 2022 3:39 PM",6872b511eb0c43fea3ef603471c6e4a4
El Toro,,,,,,,2022,,,,,,,,,"June 14, 2022 3:39 PM",f0afe73d37aa45f7828a38cf6ae09cdd
Crash of Rhinos,UK/England,Derbyshire,Derby,"Big Scary Monsters (https://www.notion.so/Big-Scary-Monsters-5d24fad6a78b400f8500de03e249084d?pvs=21), Topshelf Records (https://www.notion.so/Topshelf-Records-e03376612283478ca2e1829f5b118061?pvs=21)","The Jesus Years (https://www.notion.so/The-Jesus-Years-5d620a59f2d6445289a0aa159e4dad30?pvs=21), The Little Explorer (https://www.notion.so/The-Little-Explorer-a67d74bd89c9450fb45599b7f62c03a1?pvs=21), Holding Patterns (https://www.notion.so/Holding-Patterns-364bb592d68d4f53852bd1f8e06ed5ec?pvs=21)",,2011,,https://crashofrhinos.bandcamp.com/,https://www.discogs.com/artist/2208814-Crash-Of-Rhinos,,"Math, Midwest Emo, Post-Hardcore",7,7,Singalong,"June 14, 2022 3:38 PM",2379a43e679d492ab6e934436ca2c24b
