Artist,Country,State/Region/Province,City,Related Labels,Related Bands,Released split with,Year (of the first release),Website,Streaming Site,Discogs,Rate Your Music,Style,Melodiousness,My rating,Tags,Added at,Page ID
sprawl,Japan,Tokyo,,,HILLMYNAH (https://www.notion.so/HILLMYNAH-02483be842274ee18b9d9fb7ee68dd28?pvs=21),SLEEPLESS (https://www.notion.so/SLEEPLESS-39fd7dc0a9344f3794ecd2bb760659d2?pvs=21),2013,https://sprawlpand.tumblr.com/,https://sprawlpanda.bandcamp.com/,https://www.discogs.com/artist/5381049-Sprawl-10,,"Math, Midwest Emo, Twinkle",7,6,,"February 12, 2023 6:54 PM",8c5195951fef40718a1fa52fa85fbb8c
SigarDown,Japan,Tokyo,,,,,2021,,,,,"Indie Rock, Melodic Hardcore, Midwest Emo",6,6,Singalong,"February 12, 2023 6:51 PM",34bcb7dd40d54645bafe33cb0a5a35f1
7th Jet Balloon,Japan,Nagano,,,,,2021,https://lit.link/7thjetballoon,,-,https://rateyourmusic.com/artist/7th-jet-balloon,"Midwest Emo, Twinkle",6,6,,"February 12, 2023 6:49 PM",34bae039f8df4220ac134106beb1271c
ORANGE POOLSIDE,Japan,Kanagawa,Atsugi,,,,2021,,,,,"Indie Rock, Melodic Hardcore, Midwest Emo",6,6,,"February 12, 2023 6:46 PM",0a6687f36c7f4bedbdbd075f3958ea09
PRIMACASATA,Japan,Tokyo,,,"Japanese Football (https://www.notion.so/Japanese-Football-51a98beba24b42448a139dc8a7ff9eef?pvs=21), HILLMYNAH (https://www.notion.so/HILLMYNAH-02483be842274ee18b9d9fb7ee68dd28?pvs=21)",,2020,https://twitter.com/PRIMACASATA,https://primacasata.bandcamp.com/,,,"Indie Rock, Math, Midwest Emo",7,6,,"February 12, 2023 6:43 PM",5984273f78d9405cbdc90daf722dc2ae
arne,Japan,Gifu,,,,,2020,,https://arne-official.bandcamp.com/,,,"Indie Rock, Math, Midwest Emo",7,7,Twin-vocal,"February 12, 2023 6:40 PM",dfde055458c14d8199b3331d1cf68cb8
Träumerei,Japan,Tokyo,,,,,2019,,https://www.tunecore.co.jp/artists/Traumerei,,,"Indie Rock, Midwest Emo",7,6,,"February 12, 2023 6:38 PM",277c63d59ab242dc85c9b286348b37b1
either,Japan,Tokyo,,,,,2016,https://eitherband.net/,,,,"Indie Rock, Midwest Emo, Twinkle",7,7,With Keyboards,"February 12, 2023 6:36 PM",c852c19d504c42b89e361ef8e9578364
REVOLUTION FOR HER SMILE,Japan,Okayama,,,,,2011,http://revolutionforhersmile.blogspot.com/,https://revolutionforhersmile.bandcamp.com/,https://www.discogs.com/artist/3371363-Revolution-For-Her-Smile,,"Indie Rock, Melodic Hardcore, Midwest Emo",7,8,,"February 12, 2023 6:34 PM",a986ce044daf4cb281bec1d6e6930861
Portia Fading,Japan,,,,,,2012,,,https://www.discogs.com/artist/4021110-Portia-Fading,,"Math, Midwest Emo, Post Rock",6,6,With Delay-effect,"February 12, 2023 6:32 PM",2cb3cb52c3f34211a715c4c48df6f87b
Tied Knots,Japan,Tokyo,,,,,2013,,,https://www.discogs.com/artist/5071853-Tied-Knots,https://rateyourmusic.com/artist/tied_knots,"Indie Rock, Midwest Emo, Twinkle",6,6,,"February 12, 2023 6:32 PM",8a8c5daf6ca14cb6a7cab3297d7f68ea
DOIMOI,Japan,Aichi,Nagoya,,,,2005,http://www.inurokuon.com/doimoi/,,https://www.discogs.com/artist/5321227-Doimoi,https://rateyourmusic.com/artist/doimoi,"Melodic Hardcore, Midwest Emo, Post-Hardcore",7,6,,"February 12, 2023 6:31 PM",cc8a5de3d8d7424aba73e720f23ff4e4
onsa,Japan,Tokyo,,,,,2004,https://web.archive.org/web/20100220214103/http://www.onsanet.com/,,https://www.discogs.com/artist/4570566-Onsa-2,https://rateyourmusic.com/artist/onsa,"Indie Rock, Math, Midwest Emo",7,7,,"February 12, 2023 6:30 PM",c5dc557c221b48e6967aff91940ca584
INK,Japan,Tochigi,Utsunomiya,,,,2019,https://inkofficial.jimdofree.com/,https://songwhip.com/ink9,,,"Indie Rock, Midwest Emo",7,7,,"February 12, 2023 6:25 PM",61a4590a64024d7c96d05ef7a64d9b88
Jejune,US,Massachusetts,Boston,"Big Wheel Recreation (https://www.notion.so/Big-Wheel-Recreation-c51c1177faa84f2692f68fc0ce8c665a?pvs=21), Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21), Initial Records (https://www.notion.so/Initial-Records-7dcb9368b65c46d897d3a84beccd4b07?pvs=21), Slow Down Records (https://www.notion.so/Slow-Down-Records-8cc5991b1f9d485088324e4dd44a8c70?pvs=21)",I Wish I (https://www.notion.so/I-Wish-I-1a5ec614d56d4e01aac7b45b97395a2e?pvs=21),Garden Variety (https://www.notion.so/Garden-Variety-098b4f6d4eaa4def8956343b4df08120?pvs=21),1997,https://www.jejuneband.com/,,https://www.discogs.com/artist/571968-Jejune,https://rateyourmusic.com/artist/jejune,"Melodic Hardcore, Midwest Emo",7,8,"Twin-vocal, VA: Emo Diaries","February 10, 2023 9:54 PM",ab7da6d5c945429999ebb81a901df911
Christiansen,US,Kentucky,Louisville,Revelation Records (https://www.notion.so/Revelation-Records-7adb2f49255b4dae80301e5f19b85af7?pvs=21),,On the Might of Princes (https://www.notion.so/On-the-Might-of-Princes-cb4540db1dd748a194a167859c3b0364?pvs=21),2001,,,https://www.discogs.com/artist/325168-Christiansen,https://rateyourmusic.com/artist/christiansen,"Melodic Hardcore, Midwest Emo, Post-Hardcore",6,7,,"January 26, 2023 10:59 PM",2f34823448024e78886fc9d784408268
Red Animal War,US,Texas,Grand Prairie → Dallas,"Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21), Thirty Something Records (https://www.notion.so/Thirty-Something-Records-1c92c7c59df4440c91986a439d4c712a?pvs=21)",,Slowride (https://www.notion.so/Slowride-2e1651374e784708926b578a4758c671?pvs=21),2001,http://www.deepelm.com/bands/index_raw.html,https://deepelmdigital.com/album/black-phantom-crusades,https://www.discogs.com/artist/613610-Red-Animal-War,https://rateyourmusic.com/artist/red_animal_war,"Midwest Emo, Post-Hardcore",7,7,"VA: Emo Diaries, VA: Firework Anatomy","January 26, 2023 8:24 PM",2fa8ca88155a4a37ace740075e13ece8
Lewis,US,Texas,Dallas,"Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21), Thirty Something Records (https://www.notion.so/Thirty-Something-Records-1c92c7c59df4440c91986a439d4c712a?pvs=21)",,,2002,,https://deepelmdigital.com/album/even-so,https://www.discogs.com/artist/617064-Lewis-7,https://rateyourmusic.com/artist/lewis_f1,Midwest Emo,7,8,VA: Emo Diaries,"January 26, 2023 8:21 PM",74bdd65b707c4f4d9da65f8c5e197643
The Rum Diary,US,California,Cotati,,,Kilowatthours (aka Up the Empire) (https://www.notion.so/Kilowatthours-aka-Up-the-Empire-356505e1fce24d3d85da073e78eb12fc?pvs=21),2002,https://web.archive.org/web/20080124162927/http://www.therumdiary.net/,https://songwhip.com/therumdiary,https://www.discogs.com/artist/503971-The-Rum-Diary,https://rateyourmusic.com/artist/the_rum_diary,"Indie Rock, Midwest Emo, Post Rock",7,6,With Delay-effect,"January 24, 2023 11:38 PM",72fb4d787e534e83af895ce32060ac33
Last Flight in,US,Florida?,,,,,2000,,https://computerclubrecords.bandcamp.com/album/pops-and-bangs,-,-,Midwest Emo,7,7,"> Details unknown, With Screamed voice","January 21, 2023 9:03 PM",76cdc6010663498fbce246f81b4b1fba
Staircase,Germany,Lower Saxony,Braunschweig,,,,2000,,,https://www.discogs.com/artist/3640289-Staircase-4,https://rateyourmusic.com/artist/staircase_f1,"Melodic Hardcore, Midwest Emo, Post-Hardcore",7,7,,"January 21, 2023 8:58 PM",6ce74f9e6a2146a0851a01959ec757ef
Pillow,US,New Jersey,,,,,1999,,,https://www.discogs.com/artist/4251011-Pillow-13,,"Alternative Rock, Indie Rock, Midwest Emo",7,7,Female-fronted,"January 19, 2023 11:51 PM",c92d4a8cc3f541038997cdc8c4f9d728
Jettison,Germany,Bayern,München,,,,1999,,,https://www.discogs.com/artist/416608-Jettison,https://rateyourmusic.com/artist/jettison-2,"Emo Pop, Indie Rock",7,6,,"January 19, 2023 11:44 PM",4c5716d29d034f77affbf6aab6b6f946
GreenSleep,US,New York,New York City,,,,1993,,https://greensleep.bandcamp.com/,https://www.discogs.com/artist/2320279-Greensleep,https://rateyourmusic.com/artist/greensleep,"Melodic Hardcore, Post-Hardcore",6,6,,"January 19, 2023 11:34 PM",ac244b92e1844cc3a2e8dcacf4bd5de6
Rivken,Australia,Victoria,Melbourne,,,,2000,,,https://www.discogs.com/artist/9332383-Rivken,-,"Midwest Emo, Post-Hardcore",6,6,,"January 19, 2023 10:18 PM",fb62b0c6d8104a9890c4a7ebcadbcd13
Spirit,Australia,,,,Blake (https://www.notion.so/Blake-1bab2bc9eeaa42b8bb8ddc1226205b83?pvs=21),,1998,,,https://www.discogs.com/artist/3115100-Spirit-32,https://rateyourmusic.com/artist/spirit_f5,"Emo-Core, Midwest Emo, Screamo",6,7,,"January 19, 2023 10:14 PM",24fe9182e0e24a43891690383ef91989
Longdistancerunner,US,Illinois,Chicago,,,,2002,,https://ldrrocks.bandcamp.com,https://www.discogs.com/artist/2715116-Longdistancerunner,https://rateyourmusic.com/artist/longdistancerunner,"Melodic Hardcore, Midwest Emo",7,7,Female-fronted,"January 19, 2023 10:12 PM",6672ab0b66344bf696d97dbece56a5ff
A Day for Honey,,,,,,,,,,,https://rateyourmusic.com/artist/a_day_for_honey,"Alternative Rock, Post-Hardcore",7,6,,"January 19, 2023 10:08 PM",67f9be29050a4c3c90786ce5e236d8b3
Jones Very,,,,,Karate (https://www.notion.so/Karate-8e42de197ff740cbb70d2c12a3585287?pvs=21),,,,,https://www.discogs.com/artist/320429-Jones-Very,https://rateyourmusic.com/artist/jones-very,"Melodic Hardcore, Midwest Emo, Post-Hardcore",7,7,,"January 19, 2023 10:07 PM",b9e4056267f24764aef76cc0f13fb123
Seam,US,"Illinois, North Carolina",Chapel Hill → Chicago,"Touch and Go Records (https://www.notion.so/Touch-and-Go-Records-07c6d3e9ff934ed2adf1cf99596a5cbe?pvs=21), Numero Group (https://www.notion.so/Numero-Group-739ec8784924431981126b1ecbd98719?pvs=21), Homestead Records (https://www.notion.so/Homestead-Records-3939616188624dee901b54818d6bd4d6?pvs=21)",Poster Children (https://www.notion.so/Poster-Children-591ce858764c4928808ab2f8ccbd2a12?pvs=21),,1991,,https://seam.bandcamp.com/,https://www.discogs.com/artist/330670-Seam,https://rateyourmusic.com/artist/seam,"Indie Rock, Midwest Emo, Post-Hardcore, Slowcore",8,8,,"January 18, 2023 5:47 PM",470938f319bc47d09731e6b532a492af
staple,Japan,Aichi,Nagoya,,,,1999,http://web.archive.org/web/20050210073622/http://f20.aaa.livedoor.jp/~staple/,,https://www.discogs.com/artist/2443795-Staple-2,https://rateyourmusic.com/artist/staple_f1,"Emo Pop, Indie Rock, Melodic Hardcore, Midwest Emo",7,7,With Screamed voice,"January 17, 2023 10:31 PM",6f0598a84f744ea793563568893f3ca2
The Victory Year,US,Pennsylvania,Belle Vernon,,,,2004,https://web.archive.org/web/20020628075226/http://www.thevictoryyear.com/,https://songwhip.com/thevictoryyear,,https://rateyourmusic.com/artist/the_victory_year,"Midwest Emo, Pop Punk",8,8,,"January 14, 2023 5:33 PM",b70bb04fe0ae48bfa62a33c497aeb34f
Gwuak!,US,New Mexico,,Thumbs Up Records (https://www.notion.so/Thumbs-Up-Records-0defee403edc4966b05107692cc16556?pvs=21),Guitar Fight from Fooly Cooly (https://www.notion.so/Guitar-Fight-from-Fooly-Cooly-57457bf99c0948e5999997e5d80c68e8?pvs=21),Guitar Fight from Fooly Cooly (https://www.notion.so/Guitar-Fight-from-Fooly-Cooly-57457bf99c0948e5999997e5d80c68e8?pvs=21),2020,,https://gwuak.bandcamp.com/,https://www.discogs.com/artist/8005513-Gwuak!,https://rateyourmusic.com/artist/gwuak,"Indie Rock, Twinkle",7,7,,"January 14, 2023 11:25 AM",870a5cd76ec34dc2b0620e1b3574265b
Handwriting!,US,Massachusetts,Marshfield,,,Casper Elgin (https://www.notion.so/Casper-Elgin-7b11cbf2ac734e109f12f2be81d584f8?pvs=21),2013,,https://handwritingma.bandcamp.com/,https://www.discogs.com/artist/4220117-handwriting!,https://rateyourmusic.com/artist/handwriting_,"Emo-Core, Twinkle",7,7,With Screamed voice,"January 14, 2023 11:13 AM",7d7480f2421a49ccb1555483147469b8
Glocca Morra,US,"Florida, Pennsylvania",Miami-Dade County → Philadelphia,"Lauren Records (https://www.notion.so/Lauren-Records-5521edf8fdaf43e790ce2b8d7c7356b5?pvs=21), Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21)",Snowing (https://www.notion.so/Snowing-3a9794faa8ff4f56b0611f11ceb6050c?pvs=21),,2009,,https://kindoflikerecords.bandcamp.com/album/an-obscure-moon-lighting-an-obscure-world,https://www.discogs.com/artist/2709905-Glocca-Morra,https://rateyourmusic.com/artist/glocca-morra,"Alternative Rock, Post-Hardcore",5,4,With Screamed voice,"January 11, 2023 9:31 PM",6bf8d65ee31a47188840f5aba5e5777a
Kick Rocks,US,Pennsylvania,Philadelphia,,Algernon Cadwallader (https://www.notion.so/Algernon-Cadwallader-4333fe197f9b4017af229c7ac1560dd2?pvs=21),,2008,,https://behappyrecords.bandcamp.com/album/kick-rocks,https://www.discogs.com/artist/1679392-Kick-Rocks,https://rateyourmusic.com/artist/kick_rocks,"Emo-Core, Melodic Hardcore, Midwest Emo",7,7,,"January 11, 2023 9:09 PM",b9c80e402fcf40429ab08bb0e0e67313
Into It. Over It.,US,Illinois,Chicago,"Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21), Triple Crown Records (https://www.notion.so/Triple-Crown-Records-351aa7f1744648cf9cb2625b87ab2cc4?pvs=21), Topshelf Records (https://www.notion.so/Topshelf-Records-e03376612283478ca2e1829f5b118061?pvs=21), Doghouse Records (https://www.notion.so/Doghouse-Records-f64f226f8d574dd69e29ea0a450942bd?pvs=21), No Sleep Records (https://www.notion.so/No-Sleep-Records-ad40ec389b58490b9479a2a2c0fb76f6?pvs=21), stiff slack (https://www.notion.so/stiff-slack-8d955672b14349379f5d9471b7621c25?pvs=21)","Their / They're / There (https://www.notion.so/Their-They-re-There-ac518afdcb5a45438f12b5bbe7ad692a?pvs=21), Pet Symmetry (https://www.notion.so/Pet-Symmetry-718fc0e46a8a48a885aa166b43408550?pvs=21), The Progress (https://www.notion.so/The-Progress-5b22dd391f3b497fa3e0a1db481df994?pvs=21), Up Up Down Down Left Right Left Right B A Start (https://www.notion.so/Up-Up-Down-Down-Left-Right-Left-Right-B-A-Start-a29abf16c44a4a7baabae279b9db709b?pvs=21), Lifted Bells (https://www.notion.so/Lifted-Bells-995b4bd2b6b54ce5a16698bc5a02136c?pvs=21)","malegoat (https://www.notion.so/malegoat-314a013e27e647c9bd99e5488c9347d0?pvs=21), KOJI (https://www.notion.so/KOJI-5947ebaf209c4bf49c0705b3c88c0e70?pvs=21), You Blew It! (https://www.notion.so/You-Blew-It-3c875817f9d04d08bae7e3bf0855b622?pvs=21), Empire! Empire! (I was a Lonely Estate) (https://www.notion.so/Empire-Empire-I-was-a-Lonely-Estate-c908c39b9c874b3da3f3eb380a8643b0?pvs=21), Pswingset (fka Natives) (https://www.notion.so/Pswingset-fka-Natives-6dd9e79fa94e4c0cb3b68dc7718753a5?pvs=21), Everyone Everywhere (https://www.notion.so/Everyone-Everywhere-988050adf4094fd1abf6c9293f8f1efb?pvs=21)",2011,https://www.intoitoverit.com/,https://intoitoverit.bandcamp.com/,https://www.discogs.com/artist/1536364-Into-It-Over-It,https://rateyourmusic.com/artist/into_it__over_it_,"Indie Folk, Midwest Emo, Pop Punk, Post-Hardcore",7,6,,"January 7, 2023 11:25 AM",de557eb63d7a41d88d1d394ae44b6e61
Their / They're / There,US,Illinois,Chicago,Polyvinyl Record Company (https://www.notion.so/Polyvinyl-Record-Company-0d60ec16bfc4470d9d90cdac8742662e?pvs=21),"American Football (https://www.notion.so/American-Football-2f774483032d4146ab0d8e654da1aa7e?pvs=21), Into It. Over It. (https://www.notion.so/Into-It-Over-It-de557eb63d7a41d88d1d394ae44b6e61?pvs=21), Cap'n Jazz (https://www.notion.so/Cap-n-Jazz-51c3c67a285843d4a56785aadaf6432d?pvs=21), Lifted Bells (https://www.notion.so/Lifted-Bells-995b4bd2b6b54ce5a16698bc5a02136c?pvs=21), Up Up Down Down Left Right Left Right B A Start (https://www.notion.so/Up-Up-Down-Down-Left-Right-Left-Right-B-A-Start-a29abf16c44a4a7baabae279b9db709b?pvs=21), The Progress (https://www.notion.so/The-Progress-5b22dd391f3b497fa3e0a1db481df994?pvs=21), Stay Ahead of the Weather (https://www.notion.so/Stay-Ahead-of-the-Weather-965619b0ea8e42e7ab492cc0c065b2ed?pvs=21), Pet Symmetry (https://www.notion.so/Pet-Symmetry-718fc0e46a8a48a885aa166b43408550?pvs=21)",,2013,,https://theirtheyrethere.bandcamp.com/music,https://www.discogs.com/artist/3233984-Their-Theyre-There,https://rateyourmusic.com/artist/their-theyre-there,"Math, Midwest Emo, Twinkle",8,7,,"January 7, 2023 11:15 AM",ac518afdcb5a45438f12b5bbe7ad692a
Go Team!,South Africa,Western Cape,Cape Town,,,,2003,https://web.archive.org/web/20050407190411/http://goteam.encosion.com/,https://goteam.bandcamp.com/,,,"Electronica, Emo-Violence, Midwest Emo, Post-Hardcore, Screamo",5,3,"Unmelodic vocal, With Keyboards, With Screamed voice","January 5, 2023 8:45 PM",85bd0e57275f48188757b9ed559bb1ec
The Lottery Tickets,South Africa,Western Cape,Somerset West,,,,2008,https://thelotterytickets.wordpress.com,https://thelotterytickets.bandcamp.com/,,,"Indie Rock, Midwest Emo, Post Rock",8,7,,"January 5, 2023 7:27 PM",c49b43f33bde4b84b2677ca8c8135390
Supercancer,South Africa,Western Cape,Cape Town,,,,2011,,https://supercancer.bandcamp.com/,,,"Indie Rock, Jangle Pop, Midwest Emo",7,6,,"January 5, 2023 7:07 PM",37fd59046c95424bb8261e3fea9bfb45
Mae,US,Virginia,Norfolk,"Spartan Records (https://www.notion.so/Spartan-Records-b48f2016a82a45129c7a81946662f072?pvs=21), Tooth & Nail Records (https://www.notion.so/Tooth-Nail-Records-7995b700a34a468b81ad725ec6a17c5b?pvs=21)",Sky’s the Limit (https://www.notion.so/Sky-s-the-Limit-e606e44380d64fb3bc522bb59f2e5e22?pvs=21),,2005,,https://maeband.bandcamp.com/,https://www.discogs.com/artist/346702-Mae-2,https://rateyourmusic.com/artist/mae,"Indie Rock, Midwest Emo, Piano Rock",9,9,"With Delay-effect, With Keyboards","January 3, 2023 12:23 PM",df58679f3ed24e678c354e3a5ddce757
Sky’s the Limit,US,Virginia,Norfolk,,Mae (https://www.notion.so/Mae-df58679f3ed24e678c354e3a5ddce757?pvs=21),,2000,,https://spartanrecords.bandcamp.com/album/skys-the-limit,https://www.discogs.com/artist/863900-Skys-The-Limit,,"Indie Rock, Midwest Emo",8,8,,"January 3, 2023 12:23 PM",e606e44380d64fb3bc522bb59f2e5e22
Luke,Germany,Nordrhein-Westfalen,Köln,,Kubiak (https://www.notion.so/Kubiak-5e81506cdf93450987cef4504edd86af?pvs=21),,1996,,https://web.archive.org/web/20200923082758/http://www.luke-music.de/,https://www.discogs.com/artist/283455-Luke-4,-,"Alternative Rock, Indie Rock, Midwest Emo, Post-Hardcore",6,6,,"January 3, 2023 12:08 PM",084336f5fe874e5885046af5b89a5217
Face Tomorrow,The Netherlands (Holland),,,,,,,,,,https://rateyourmusic.com/artist/face-tomorrow,"Indie Rock, Midwest Emo, Post-Hardcore",6,6,,"January 3, 2023 11:58 AM",61c017c1e9d94d91b702ab2a8f5d51be
Everyday Victory,,,,,,,,,,,https://rateyourmusic.com/artist/everyday_victory,"Melodic Hardcore, Midwest Emo, Pop Punk",7,6,,"January 3, 2023 11:56 AM",29b8312209ab430da5d655686f0a3c7e
Ever We Fall,US,Oregon,Portland,"Hopeless Records (https://www.notion.so/Hopeless-Records-15739a92f7074714be5cf20f6a52306a?pvs=21), Rise Records (https://www.notion.so/Rise-Records-a1b69b04c26244c998c19c4822ea170e?pvs=21)",,,2006,,,https://www.discogs.com/artist/1276805-Ever-We-Fall,https://rateyourmusic.com/artist/ever_we_fall,"Emo Pop, Midwest Emo",7,6,,"January 3, 2023 11:55 AM",fffd4a3077154ed0834a78712f04040f
Dobsonfly,UK/England,Norfolk,Holt,,,,2003,http://www.dobsonfly.co.uk/,,https://www.discogs.com/artist/3438810-Dobsonfly,-,"Indie Rock, Midwest Emo",7,6,,"January 3, 2023 11:52 AM",5d277869cb6e4cbb9a2a1df5f4d95def
Decembers January,US,Wisconsin,Neenah?,,,,1999,,,https://www.discogs.com/artist/3220166-Decembers-January,https://rateyourmusic.com/artist/decembers_january,"Melodic Hardcore, Midwest Emo",7,8,Twin-vocal,"January 2, 2023 7:05 PM",2aa4de8c24884b2dadbf93f979f31c14
Daniel French,,,,,,,,,,,,"Alternative Rock, Indie Rock, Midwest Emo",7,6,,"January 2, 2023 7:03 PM",72818307c913464c97903b9dbf3e7756
Buck,,,,,,,,,,https://www.discogs.com/artist/1917298-Buck-16,https://rateyourmusic.com/artist/buck_f1,"Alternative Rock, Indie Rock, Post-Hardcore",7,8,,"January 2, 2023 6:52 PM",46f921cd42774b94803dbadd9e589aa1
Autumn Lee,US,Kentucky,Shelbyville,,,,1998,,,https://www.discogs.com/artist/2577866-Autumn-Lee,https://rateyourmusic.com/artist/autumn_lee,"Indie Rock, Midwest Emo",6,6,One-release band,"January 2, 2023 6:33 PM",b834eb4e80bb4d429122534c5fa29a0f
As Tall as Lions,,,,,,,,,,https://www.discogs.com/artist/933875-As-Tall-As-Lions,,"Indie Rock, Midwest Emo, Post Rock",7,6,,"January 2, 2023 12:08 PM",0cb66051eb7f43a0b646a5a17236db93
Armor for Sleep,,,,,,,,,,https://www.discogs.com/artist/397036-Armor-For-Sleep,,"Alternative Rock, Midwest Emo, Pop Punk",8,7,,"January 2, 2023 12:06 PM",1b6c2502082841f8adf0d41c72249996
Ariel Kill Him,Sweden,Gävleborgs län,Gävle,Strange Fruit (https://www.notion.so/Strange-Fruit-548072d1f96341318b8d17bfae4feeb2?pvs=21),Leiah (https://www.notion.so/Leiah-118c3e5ad32342b1b3e75d3b43646e10?pvs=21),,2000,,,https://www.discogs.com/artist/623654-Ariel-Kill-Him,,"Electronica, Indie Folk, Indie Rock, Midwest Emo",8,8,,"January 2, 2023 12:03 PM",8976a13d58ec4aea86dba4957888d6a7
Antifreeze,US,Wisconsin,Appleton,,,,1998,,,https://www.discogs.com/artist/435035-Antifreeze,,"Alternative Rock, Midwest Emo, Pop Punk",7,7,,"January 2, 2023 12:02 PM",f4f0f4bcb54c418395118f045669edc1
Andthewinneris,Germany,,,,,,,,,https://www.discogs.com/artist/441446-Andthewinneris,,"Melodic Hardcore, Midwest Emo",7,7,,"January 2, 2023 11:59 AM",10f46837358145ee8e9d0bf6fcfae5d5
